word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
cavity,'kæviti,n. space that is surrounded by something\nn. soft decayed area in a tooth; progressive decay can lead to the death of a tooth\nn. (anatomy) a natural hollow or sinus within the body,"n. 洞, 空穴, 腔\n[化] 空穴",,1,,cet6 toefl ielts gre,8851,7556,s:cavities,,
cellar,'selә,n. storage space where wines are stored,"n. 地窖, 地下室, 藏酒",,1,,gk cet4 cet6 ky toefl ielts gre,6029,7671,s:cellars,,
cemetery,'semitәri,n. a tract of land used for burials,"n. 墓地, 公墓\n[法] 公墓, 墓地",,2,,ky ielts gre,5666,4589,s:cemeteries,,
census,'sensәs,n. a periodic count of the population\nv. conduct a census,n. 户口普查\nvt. 实施统计调查,,2,,ky toefl ielts gre,5187,6047,s:censuses,,
ceramic,si'ræmik,n. an artifact made of hard brittle material produced from nonmetallic minerals by firing at high temperatures\na. of or relating to or made from a ceramic,a. 陶瓷的\nn. 陶瓷制品,,2,,cet6 ielts gre,10129,7807,s:ceramics,,
cereal,'siәriәl,n. grass whose starchy grains are used as food: wheat; rice; rye; oats; maize; buckwheat; millet\nn. a breakfast food prepared from grain\na. made of grain or relating to grain or the plants that produce it,"n. 谷类食品, 谷类植物\na. 谷类的",,2,,cet6 ky ielts gre,6012,6122,s:cereals,,
certainty,'sә:tәnti,n. the state of being certain\nn. something that is certain,"n. 确定, 确实的事情\n[法] 确定, 肯定, 必然的事",,2,,cet4 cet6 ky ielts gre,4284,5560,s:certainties,,
certify,'sә:tifai,v. guarantee payment on; of checks\nv. guarantee as meeting a certain standard\nv. declare legally insane,"v. 证明, 保证",,1,,ky ielts,12018,7042,d:certified/i:certifying/3:certifies/p:certified,,
challenge,'tʃælindʒ,n. a demanding or stimulating situation\nn. a call to engage in a contest or fight\nn. questioning a statement and demanding an explanation\nn. a formal objection to the selection of a particular person as a juror,"n. 挑战, 盘问\nvt. 向...挑战, 要求, 怀疑\nvi. 挑战, 对(证据等)表示异议",,4,1,gk cet4 cet6 ky toefl ielts,1506,984,s:challenges/d:challenged/p:challenged/i:challenging/3:challenges,,
champagne,ʃæm'pein,n. a white sparkling wine either produced in Champagne or resembling that produced there\nn. a region of northeastern France,"n. 香槟酒, 香槟酒色\n[化] 香槟酒",,2,,ky ielts,3557,5400,s:champagnes,,
champion,'tʃæmpiәn,n. someone who has won first place in a competition\nn. someone who fights for a cause\nv. protect or fight for as a champion\ns. holding first place in a contest,"n. 冠军, 拥护者, 战士\nvt. 保卫, 拥护\na. 优胜的",,4,,gk cet4 cet6 ky toefl ielts gre,1938,2758,s:champions/d:championed/i:championing/p:championed/3:champions,,
chant,tʃænt. tʃɑ:nt,n. a repetitive song in which as many syllables as necessary are assigned to a single tone\nv. recite with musical intonation; recite as a chant or a psalm,"n. 圣歌, 赞美诗\nv. 吟唱, 诵扬",,2,,zk gk ielts gre,8567,6880,i:chanting/p:chanted/s:chants/d:chanted/3:chants,,
chapel,'tʃæpәl,n. a place of worship that has its own altar,"n. 小教堂, 礼拜式",,2,,toefl ielts gre,3240,7252,s:chapels,,
character,'kærәktә,n. the inherent complex of attributes that determines a persons moral and ethical actions and reactions\nn. an actor's portrayal of someone in a play\nn. a person of a specified kind (usually with many eccentricities)\nn. good repute,"n. 个性, 字符, 人物, 性质, 品格, 资格\n[计] 字符",,4,1,gk cet4 cet6 ky toefl,805,786,s:characters/i:charactering/p:charactered/3:characters/d:charactered,,
characteristic,.kærәktә'ristik,n. a distinguishing quality\nn. the integer part (positive or negative) of the representation of a logarithm; in the expression log 643 = 2.808 the characteristic is 2\nn. any measurable property of a device measured under closely specified conditions\na. typical or distinctive,"n. 特性, 特征, 特色\na. 特性的, 特有的, 有特色的\n[计] 阶; 指数",,3,1,gk cet4 cet6 ky toefl ielts gre,1811,2032,s:characteristics,,
characterize,'kærәktәraiz,v. be characteristic of,"vt. 描绘...的特性, 刻划...的性格",,2,,cet4 cet6 ky toefl ielts gre,4894,2859,d:characterized/p:characterized/3:characterizes/i:characterizing,,
charge,tʃɑ:dʒ,n. an impetuous rush toward someone or something\nn. (criminal law) a pleading describing some wrong or offense\nn. the price charged for some article or service\nn. the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons,"n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令\nvt. 控诉, 加罪于, 使充满, 使充电, 使承担\nvi. 冲锋, 要价, 收费",,5,1,gk cet4 cet6 ky toefl ielts,675,923,s:charges/d:charged/p:charged/i:charging/3:charges,,
chase,tʃeis,n. United States politician and jurist who served as chief justice of the United States Supreme Court (1808-1873)\nn. a rectangular metal frame used in letterpress printing to hold together the pages or columns of composed type that are printed at one time\nv. go after with the intent to catch\nv. pursue someone sexually or romantically,"n. 追求, 狩猎, 追逐\nvt. 追捕, 追逐, 雕刻, 在...上镶嵌宝石\nvi. 追赶, 奔跑",,3,1,cet4 cet6 ky ielts gre,3378,3312,i:chasing/d:chased/p:chased/3:chases/s:chases,,
cherish,'tʃeriʃ,v be fond of; be attached to,"vt. 珍爱, 怀有, 爱护",,1,,cet6 ky toefl ielts,11106,8660,d:cherished/p:cherished/3:cherishes/i:cherishing,,
chief,tʃi:f,s. most important element,"n. 领袖, 酋长, 长官, 主要部分\na. 主要的, 首位的",,5,1,gk cet4 ky toefl ielts,1283,1446,s:chiefs,,
chip,tʃip,n. a triangular wooden float attached to the end of a log line\nn. a piece of dried bovine dung\nn. a thin crisp slice of potato fried in deep fat\nn. a small disk-shaped counter used to represent money when gambling,"n. 屑片, 薄片, 碎片\nvt. 削, 切, 削成碎片, 使摔倒, 凿\nvi. 削下屑片\n[计] 孔屑; 组件; 晶片; 芯片",,3,1,cet6 ky toefl ielts gre,2397,2159,s:chips/p:chipped/d:chipped/i:chipping/3:chips,,
cholesterol,kә'lestәrɒl,n. an animal sterol that is normally synthesized by the liver; the most abundant steroid in animal tissues,n. 胆固醇\n[化] 胆固醇; 胆固醇,,2,,,7417,3119,,,
chord,kɒ:d,n. a straight line connecting two points on a curve\nn. a combination of three or more notes that blend harmoniously when sounded together\nv. play chords on (a string instrument),"n. 弦, 和音\n[医] 索, 带",,2,,cet6 toefl ielts gre,5783,7270,s:chords/i:chording/p:chorded/3:chords/d:chorded,,
chorus,'kɒ:rәs,n. any utterance produced simultaneously by a group\nn. a group of people assembled to sing together\nn. a body of dancers or singers who perform together\nn. a company of actors who comment (by speaking or singing in unison) on the action in a classical Greek play,"n. 合唱队, 齐声\nv. 齐声说道, 合唱",,2,,gk cet6 ky toefl ielts gre,5335,5274,s:choruses/p:chorused/i:chorusing/3:choruses/d:chorused,,
chronic,'krɒnik,a. being long-lasting and recurrent or characterized by long suffering\ns. of long duration\ns. habitual,"a. 慢性的, 习惯性的\nn. 慢性病患者",,2,,cet6 ky toefl ielts gre,4016,3654,,,
chunk,tʃʌŋk,n. a substantial amount,"n. 大块, 矮胖的人(或物)\n[经] 定样",,2,,toefl ielts gre,6981,4502,s:chunks/i:chunking/d:chunked/p:chunked,,
circulation,.sә:kju'leiʃәn,n. the dissemination of copies of periodicals (as newspapers or magazines)\nn. movement through a circuit; especially the movement of blood through the heart and blood vessels\nn. (library science) the count of books that are loaned by a library over a specified period\nn. number of copies of a newspaper or magazine that are sold,"n. 流通, 循环, 发行量\n[化] 环流",,2,,cet6 toefl gre,4291,5384,s:circulations,,
circumstance,'sә:kәmstәns,n. a condition that accompanies or influences some event or activity\nn. information that should be kept in mind when making a decision\nn. formal ceremony about important occasions,"n. 环境, 状况, 事件",,3,1,gk cet4 cet6 toefl ielts,905,1780,s:circumstances,,
circus,'sә:kәs,"n. a travelling company of entertainers; including trained animals\nn. a performance given by a traveling company of acrobats, clowns, and trained animals\nn. a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment\nn. (antiquity) an open-air stadium for chariot races and gladiatorial games","n. 马戏团, 马戏, 竞技场",,2,,gk cet6 ky ielts,6391,6045,s:circuses,,
cite,sait,"n a short note recognizing a source of information or of a quoted passage\nv make reference to\nv commend\nv refer to\nv repeat a passage from\nv refer to for illustration or proof\nv advance evidence for\nv call in an official matter, such as to attend court","vt. 引用, 引证, 表彰\n[建] 引证, 指引",,3,,cet6 ky toefl ielts gre,2993,1932,d:cited/3:cites/i:citing/p:cited,,
claim,kleim,n. an assertion of a right (as to money or property)\nn. an assertion that something is true or factual\nn. demand for something as rightful or due\nn. an informal right to something,"n. 要求, 要求权, 断言, 权利\nvt. 要求, 认领, 主张\nvi. 提出要求, 主张, 断言",,5,1,cet4 cet6 ky toefl ielts gre,533,874,p:claimed/s:claims/3:claims/d:claimed/i:claiming,,
clamp,klæmp,n. a device (generally used by carpenters) that holds things firmly together\nv. fasten or fix with a clamp\nv. impose or inflict forcefully,"n. 夹钳\nvt. 夹紧, 强加",,2,,cet6 toefl ielts gre,8614,8228,d:clamped/p:clamped/i:clamping/s:clamps/3:clamps,,
clan,klæn,n group of people related by blood or marriage,"n. 氏族, 宗族, 集团\n[医] 支",,2,,toefl ielts,7945,5636,s:clans,,
clarity,'klærәti,n. free from obscurity and easy to understand; the comprehensibility of clear expression,"n. 清楚, 明晰\n[化] 透明度; 透明性; 清晰性",,1,,ky ielts gre,5359,5443,s:clarities,,
clash,klæʃ,n. a state of conflict between persons\nn. a state of conflict between colors\nv. be incompatible; be or come into conflict\nv. disagree violently,"n. 冲突, 撞击声, 抵触\nvi. 冲突, 抵触\nvt. 使发出撞击声\n[计] 对撞",,3,,cet6 ky ielts gre,3873,6143,s:clashes/d:clashed/p:clashed/i:clashing/3:clashes,,
clasp,klɑ:sp,n. a fastener (as a buckle or hook) that is used to hold two things together\nn. the act of grasping\nv. hold firmly and tightly\nv. grasp firmly,"n. 扣子, 钩, 紧握\nv. 扣紧, 紧握",,1,,cet4 cet6 ky ielts gre,7433,8998,p:clasped/i:clasping/d:clasped/s:clasps/3:clasps,,
classic,'klæsik,n. a creation of the highest excellence\nn. an artist who has created classic works,"n. 古典作品, 杰作, 大艺术家\na. 第一流的, 最优秀的, 古典的",,4,1,gk cet4 cet6 ky ielts,2967,2616,s:classics,,
classical,'klæsikl,a. of or relating to the most highly developed stage of an earlier civilisation and its culture\na. of or relating to the study of the literary works of ancient Greece and Rome\ns. (language) having the form used by ancient standard authors\ns. of or pertaining to or characteristic of the ancient Greek and Roman cultures,"a. 古典的, 正统派的, 经典的\n[医] 古典的; 标准的, 典型的",,3,,gk cet4 cet6 ky ielts,2562,3489,s:classicals,,
classification,.klæsifi'keiʃәn,n. a group of people or things arranged by class or category\nn. the basic cognitive process of arranging into classes or categories\nn. restriction imposed by the government on documents or weapons that are available only to certain authorized people,"n. 分类, 分级\n[化] 分级; 分粒; 分类",,1,,cet4 cet6 ky toefl,3753,5891,s:classifications,,
clearance,'kliәrәns,n. the distance by which one thing clears another; the space between them\nn. permission to proceed,"n. 清除, 间隙\n[化] 间隙; 空隙",,1,,ielts,5606,8962,s:clearances,,
clerk,klә:k,"n. an employee who performs clerical work (e.g., keeps records or accounts)\nv. work as a clerk, as in the legal business","n. 办事员, 职员, 文书\nvi. 当店员",,2,1,gk cet4 ky toefl,2959,3877,s:clerks/i:clerking/p:clerked/3:clerks/d:clerked,,
client,'klaiәnt,n. a person who seeks the advice of a lawyer,"n. 客户, 顾客, 委托人\n[计] 客户, 客户机, 客户机程序",,3,1,cet6 ky ielts,907,1157,s:clients,,
cliff,klif,n. a steep high face of rock,"n. 悬崖, 绝壁",,2,,cet4 cet6 ky toefl ielts,3551,4312,s:cliffs,,
climate,'klaimit,n. the weather in some location averaged over some long period of time\nn. the prevailing psychological state,"n. 气候, 社会趋势, 气候区\n[医] 气候",,3,1,gk cet4 ky toefl,2643,2103,s:climates,,
climax,'klaimæks,n. the highest point of anything conceived of as growing or developing or unfolding\nn. the decisive moment in a novel or play\nn. the most severe stage of a disease\nn. arrangement of clauses in ascending order of forcefulness,"n. 高潮, 极点, 层进法\nv. (使)达到顶点, (使)达到高潮",,2,,cet6 ky toefl ielts gre,6990,10683,s:climaxes/p:climaxed/i:climaxing/3:climaxes/d:climaxed,,
cling,kliŋ,n. fruit (especially peach) whose flesh adheres strongly to the pit\nv. come or be in close contact with; stick or hold together and resist separation\nv. to remain emotionally or intellectually attached\nv. hold on tightly or tenaciously,"vi. 粘紧, 附着, 紧贴, 坚持",,2,,cet6 ky toefl ielts gre,3983,4605,p:clung/i:clinging/3:clings/d:clung,,
clip,klip,n. any of various small fasteners used to hold loose articles together\nn. an article of jewelry that can be clipped onto a hat or dress\nn. the act of clipping or snipping\nn. a sharp slanting blow,"n. 修剪, 夹子, 回形针, 剪下来的东西\nvt. 修剪, 痛打, 夹牢, 剪报\nvi. 剪报",,2,,cet6 ky toefl ielts gre,6959,4208,s:clips/d:clipped/p:clipped/i:clipping/3:clips,,
clockwise,'klɒkwaiz,a. in the same direction as the rotating hands of a clock\nr. in the direction that the hands of a clock move,a. 顺时针方向的\nadv. 顺时针方向地,,1,,cet6 ky toefl ielts,16117,11482,,,
clone,klәun,n. a group of genetically identical cells or organisms derived from a single cell or individual by some kind of asexual reproduction\nv. make multiple identical copies of,n. 无性系\n[计] 代用件,,1,,zk gk ky,7440,9023,s:clones/i:cloning/p:cloned/3:clones/d:cloned,,
closet,'klɒzit,"n. a small private room for study or prayer\nv. confine to a small space, as for intensive work","n. 壁橱, 小室\na. 秘密的, 空谈的\nvt. 把...关入小室",,1,1,cet6 ky ielts gre,11999,3473,s:closets/d:closeted/p:closeted/i:closetting/3:closets,,
clue,klu:,n. evidence that helps to solve a problem\nv. roll into a ball,"n. 线索, 暗示\nvt. 暗示, 提供线索",,2,,cet4 cet6 ky toefl ielts,3489,3331,s:clues/d:clued/p:clued/i:cluing/3:clues,,
cluster,'klʌstә,v. come together as in a cluster or flock,"n. 串, 丛, 群, 簇\nvi. 成串, 丛生\nvt. 使聚集\n[计] 簇",,2,,cet6 ky toefl ielts gre,4369,3200,s:clusters/p:clustered/d:clustered/i:clustering/3:clusters,,
clutch,klʌtʃ,n. a tense critical situation\nn. a number of birds hatched at the same time\nn. a pedal or lever that engages or disengages a rotating shaft and a driving mechanism\nn. a coupling that connects or disconnects driving and driven parts of a driving mechanism,"n. 抓紧, 掌握, 离合器, 一窝小鸡\nvt. 抓住, 踩汽车离合器踏板\nvi. 抓\n[计] 联轴器; 离合器",,2,,cet6 ky toefl ielts,4855,5145,i:clutching/p:clutched/s:clutches/d:clutched/3:clutches,,
coalition,.kәuә'liʃәn,n. the state of being combined into one body,"n. 结合体, 结合, 联合\n[经] 联合, 联盟",,3,,cet6 ky toefl ielts gre,2996,2241,s:coalitions,,
coarse,kɒ:s,a. of textures that are rough to the touch or substances consisting of relatively large particles\ns. lacking refinement or cultivation or taste\ns. of low or inferior quality or value,"a. 粗糙的, 下等的, 粗俗的\n[计] 粗略的",,2,,cet4 cet6 ky toefl ielts gre,7031,7903,r:coarser/t:coarsest/i:coarsing,,
cocaine,kә'kein,n. a narcotic (alkaloid) extracted from coca leaves; used as a surface anesthetic or taken for pleasure; can become powerfully addictive,"n. 可卡因, 古柯碱\n[化] 可卡因; 古柯碱",,2,,ky ielts,7289,4315,,,
cocktail,'kɒkteil,n. a short mixed drink\nn. an appetizer served as a first course at a meal,"n. 鸡尾酒, 开味品\na. 鸡尾酒会的",,2,,ielts,6452,5220,s:cocktails,,
