word,sentenceId,sentence,decision,categories,rationale,reviewType,seed,severeInappropriate
vice,10923883,Sane people are more of a threat to mentally ill people than vice versa.,reject,medical-heavy; hate,The sane and mentally ill comparison makes vice depend on stigmatizing medical language rather than a neutral example.,risk-targeted,,false
victim,11541551,J.K. Rowling is not the victim of her own crusade against trans people.,reject,public-controversy,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
violate,8111594,Algerian Arabs veil their sisters but violate and beat women who are not veiled.,reject,violence; hate,The sentence describes beating women in an identity-based generalization.,risk-targeted,,false
violent,8808650,Jews owe our lives to the violent antifascist resistance of our grandparents.,reject,violence; political-heavy,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context. The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.",risk-targeted,,false
virgin,12028675,"One group had their diet supplemented with extra virgin olive oil, while another were given nuts instead.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
virtual,10349071,Tom's bird learned to turn on his virtual assistant.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
visa,11182508,Tom does not need a visa to go to Kabylia because he has a Kabyle passport.,reject,obscure-background,"The sentence requires obscure names, places, history, or specialist background before it can be understood.",risk-targeted,,false
vision,12042219,Researchers wanted to know how color vision affected an animal's ability to find camouflaged prey.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
vocal,12395454,Only male insects sing and they don't sing like humans or birds. They don't have vocal chords.,reject,unnatural-English,"The sentence says vocal chords instead of the standard vocal cords, so it is not a reliable natural English model.",risk-targeted,,false
vulgar,11253810,"That vulgar person might accost me again, and I have no time to waste in combat.",reject,violence; unnatural-English,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context. The wording is awkward, archaic, or unnatural for a modern default teaching example.",risk-targeted,,false
vulnerable,11270819,The world is full of bipolar people who don't threaten vulnerable minorities.,reject,medical-heavy; hate,"The sentence makes the learner process unnecessary medical detail instead of the target word. The sentence contains an identity-based generalization, slur-adjacent framing, or hateful conflict that is not needed for teaching.",risk-targeted,,false
wallet,10723416,This wood wallet is crafted from a single piece of walnut.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
warrant,10143061,Tom told the cop to come back when he had a warrant.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
wealthy,11921012,I support the people who want wealthy psychopaths to lose the power to harm people.,reject,political-heavy,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
weary,12769169,The sea offers solace to the weary traveler.,reject,archaic; unnatural-English,"The weary traveler and solace phrasing is literary and sentimental, so it does not feel like a modern default teaching sentence.",risk-targeted,,false
wedge,10721994,Try a sliced apple with a lowfat cheese wedge.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
weird,11996056,Most people have at least one weird interest.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
whereby,11044319,Scientists say a new geologic epoch has begun whereby humans are causing major damage to global water systems.,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
yell,11451150,"If he's not there, yell back for him.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
yield,11756596,We should plant aplenty of cherry and small fruit trees to yield feed for birds.,reject,unnatural-English; context-too-hard,"The wording is awkward, archaic, or unnatural for a modern default teaching example. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
abandon,12777390,True friends never abandon each other.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
abuse,11600790,Abuse of power is only possible because we let people have power.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
access,11759771,The guild said authorities greatly interfere with journalists' right to access and to disseminate information.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
accomplish,12055055,"I was demoralised at times, but I knew I had to forge ahead to accomplish my dream.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
additional,12396759,The newly reopened section of the museum will house additional exhibitions when the restoration project has been finished.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
advantage,12486973,The ability to regulate your blood temperature confers an evolutionary advantage.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
alternate,9443585,It's come to be viewed as an alternate spelling.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
alternative,11591097,"It once seemed like there was no alternative to monarchy, that it was just the way things were.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
ambition,12775028,Is there a limit to human ambition?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
amplify,10923842,It was a mistake to amplify this debate with thoughtless responses.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
analysis,9962947,Should we remove the outliers from our analysis?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
array,10986615,One of the great things about the Internet is the vast array of websites that cater to every conceivable interest.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
arrest,12419189,A plainclothes officer made the arrest.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
assume,7792170,Let's assume you're right. So what?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
attitude,11056703,"Unmasked and helpless, she maintained an attitude of challenge and defiance.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
attractive,12298798,Through those two days the train seemed to meander in a leisurely fashion through varied and attractive country.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
autonomy,11024109,Bodily autonomy is a human right.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
available,11740199,The evidence-based approach to gender-affirming care is to make it more available.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
behavior,12380875,Tom's behavior this evening has been asinine.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
benefit,10775728,I therefore admonish you to give the defendant the benefit of every reasonable doubt.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
border,10832774,"The countries have competing claims to villages and towns along the porous, undefined border.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
budget,12776923,She manages the office budget carefully.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
cable,11305462,The five-and-a-half-meter-diameter balloon is tethered with a winch cable to an airport pickup truck.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
cancel,12105688,I have to cancel our lesson today.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
capable,12777733,Are we capable of true empathy?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
cast,11183810,Tom's testimony cast serious doubt on the verity of John's account.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
certainty,12770843,He watches the world with calm certainty.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
circulation,12092157,"The redesigned banknote went into circulation on Thursday, but may take some time to show up everywhere.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
claim,10750502,You need some evidence to bolster your claim.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
clerk,11131606,A clerk at the feed store convinced him to try raising a cow.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
collapse,10320564,The whole thing is about to collapse.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
combine,11838477,Coffee roasters combine beans from different areas to make coffees with different tastes and qualities.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
commit,11563914,"If you commit a crime, don't post about it online.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
committee,12838248,I'm speaking on behalf of the small committee.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
concentration,12768464,She bit her lip in concentration.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
concern,11350396,Other people's medical issues are none of your concern.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
concise,12125475,"We at Focus always strive for clear, concise writing that avoids gobbledygook and jargon.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
condemn,11154913,"You condemn your enemies for a number of horrible things, but you celebrate those things in your allies!",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
constant,11669612,The constant lies make me wonder if your cause is really so just.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
construct,12777602,Is time a construct of the mind?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
contract,11011678,"They probably wouldn't sue us over such a minor mistake, but we might as well double-check the contract.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
controversial,11977209,"It's not that your criticism is too controversial, but that it's facile.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
convert,12381513,"This is the world's first commercially available pedal generator, allowing to convert your human power into usable electricity.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
cord,10128035,Tom tripped over a power cord.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
corrupt,11959448,"The more powerful, the more corrupt.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
crash,11796935,"Tom wasn't injured in the crash, but his car was totaled.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
credible,7036151,The websites of some predatory publishers look credible.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
criminal,12327969,A criminal is someone who commits a crime.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
criticism,10237600,Are you looking for criticism or validation?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
crowd,12775978,Her Highness smiled as she waved to the crowd.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
crush,8849918,I've got a crush on Tom.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
debate,10923842,It was a mistake to amplify this debate with thoughtless responses.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
deceive,12777417,He knew she would never deceive him.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
defendant,11237473,The defendant was found fit to stand trial.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
definitely,9415502,One of these potatoes was definitely bad.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
definition,10179225,"If you come across a word you don't know while reading, look up its definition in the dictionary.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
disaster,12765205,Tom volunteered to help build houses for disaster survivors.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
disastrous,11372657,"The benefits are debatable, but the long term consequences might be disastrous.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
disease,12764876,The disease spread quickly through the town.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
donation,10719771,The donation page doesn't allow you to say what it's for.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
dramatic,11526956,"But when the test results are broken down by subgroup, the differences are dramatic.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
drill,12765196,They maintained order during the citywide emergency drill.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
ecology,12046498,Birds are one of the surest indicators of the health of the ecology.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
element,10808836,Tom seemed out of his element.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
emotion,12777851,Can we find balance between reason and emotion?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
encounter,11928579,Tom recognized me from a single encounter at a party three years ago.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
enforce,12766074,Will the justice system enforce new reforms?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
equality,12765980,Did they vote for freedom and equality?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
eternal,12769086,The mountains stand as eternal guardians.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
ethnic,10539920,Jews are a people whose ethnic religion is Judaism.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
exception,12138081,"Nuts may be purchased shelled or unshelled with the exception of cashews, which are sold only shelled.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
exceptional,10099736,I think this watermelon is exceptional.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
exchange,11170654,The stock exchange has been chalking up extraordinary numbers.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
existence,12778582,Can we ever break free from the cycle of existence?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
extraordinary,12372693,"But Mr. Duxbury says that despite its extraordinary lightness, aerogel can be quite sturdy.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
faith,12146348,Tom left the ministerial profession after suffering a crisis of faith.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
finite,12777760,Is the universe infinite or finite?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
flexible,12777885,Is the future predetermined or flexible?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
formal,9801002,This is the formal definition of philosophy.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
function,11266094,You need sleep and relaxation for your brain to function at an optimal level.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
fundamental,12767841,Privacy is a fundamental human right.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
garment,11522323,The economy of Bangladesh is mainly based on agriculture and the garment industry.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
genuine,9955559,The facsimile proved that the inscription was genuine.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
grain,11280852,They love to go against the grain.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
grave,11207291,Tom must be turning over in his grave.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
humanity,12766733,Humanity must confront its greatest challenges.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
ideology,11860477,Growth for growth's sake is the ideology of the cancer cell.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
idiot,11099292,Everyone's entitled to be an idiot.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
ignore,11079695,The double standard is impossible to ignore.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
illegal,10322445,It's illegal to aid and abet another person in committing a felony.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
immune,10354036,You're not immune to the virus.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
indefinite,9416088,Tom's band is on an indefinite hiatus.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
industrial,11570817,These industrial parks were envisaged as havens for domestic and foreign investors.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
initial,10463318,It's not the initial cost that worries me. It's the upkeep.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
input,10173034,"If the device is not connected to the internet, the date and time settings will have to be manually input.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
insight,8993583,"Whenever I've felt there was no hope, I waited and gained new insight.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
intact,10722082,She could not escape with her reputation intact.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
intellectual,12759844,Mary often engages Tom in conversations that push their intellectual boundaries.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
interact,10018036,I no longer have to interact with people I have little to nothing in common with.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
interaction,10228572,Cats always need to feel like they have the choice to stop an interaction.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
intrinsic,9694653,Tom lacks intrinsic motivation to study French.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
jerk,11148845,I quietly helped a jerk and he blurted it out.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
jury,11585966,"""I can tell a guilty person by their aura,"" Tom said during jury selection.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
leather,11838550,"The head nurse came striding up, her leather heels clacking on the tile floor.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
mass,9954354,We're at the beginning of a global mass extinction event.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
massive,12759657,"A supernova is the explosive death of a star, releasing massive energy.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
military,10164952,Military recruiters came to our school.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
minority,10019223,A rule that works for a large global language like English might not work for a small minority language.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
occur,9805541,"Does your academic record reflect any major challenges? If so, what are they and why did they occur?",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
offspring,9034386,I wonder why we were born? Maybe it's just to have offspring.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
olive,12028675,"One group had their diet supplemented with extra virgin olive oil, while another were given nuts instead.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
option,12772550,Was this really the only option?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
orientation,10778152,This orientation course will teach you everything you need to know.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
outbreak,12765267,Tom volunteered to assist with medical care during the outbreak.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
outward,11375735,Radiation and convection carry that energy outward to the star's surface and to its atmosphere beyond.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
panic,12764926,The crisis put everyone in a state of panic.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
permanent,11215800,A slab of concrete underlies nearly every permanent structure on Earth.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
persistent,11732700,"Cybersecurity experts say infiltrators are persistent, clever and part of an industrial-scale hacking economy.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
phenomenon,9444725,This is a phenomenon that has repeated itself many times throughout history.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
pirate,11462220,"He's a strange pirate. Instead of a parrot on his shoulder, he always has a cat.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
plague,10459884,I think I have the plague.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
poke,11065019,We don't want to poke the bear.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
pore,10928392,"The scientists say older cloth is best because repeated washings soften and loosen the threads, reducing the pore size.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
poverty,11522329,Bangladesh has made significant progress in reducing poverty and improving health and education in recent years.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
priest,10005701,Is a friar the same thing as a priest?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
primary,10723379,His mother is a nursery school teacher and his father is a primary school teacher.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted-post-curation,,false
